"","ccode","country.name","year","Biodiversity - naturalness","CO2 Emissions per Capita","SO2 Emissions per Capita","Total CO2 Emissions","Total SO2 Emissions"
"1",4,"Afghanistan",1500,0.97263137,NA,NA,NA,NA
"2",8,"Albania",1500,0.9325373,NA,NA,NA,NA
"3",12,"Algeria",1500,0.99056443,NA,NA,NA,NA
"4",20,"Andorra",1500,0.92973184,NA,NA,NA,NA
"5",24,"Angola",1500,0.98060191,NA,NA,NA,NA
"6",28,"Antigua and Barbuda",1500,0.93212088,NA,NA,NA,NA
"7",32,"Argentina",1500,0.99936292,NA,NA,NA,NA
"8",51,"Armenia",1500,0.9582116,NA,NA,NA,NA
"9",36,"Australia",1500,0.99999659,NA,NA,NA,NA
"10",40,"Austria",1500,0.80607553,NA,NA,NA,NA
"11",31,"Azerbaijan",1500,0.96408857,NA,NA,NA,NA
"12",44,"Bahamas",1500,0.99124122,NA,NA,NA,NA
"13",48,"Bahrain",1500,0.99098162,NA,NA,NA,NA
"14",50,"Bangladesh",1500,0.80171072,NA,NA,NA,NA
"15",52,"Barbados",1500,0.99106558,NA,NA,NA,NA
"16",112,"Belarus",1500,0.97899323,NA,NA,NA,NA
"17",56,"Belgium",1500,0.6421298,NA,NA,NA,NA
"18",84,"Belize",1500,0.99835366,NA,NA,NA,NA
"19",204,"Benin",1500,0.8926936,NA,NA,NA,NA
"20",64,"Bhutan",1500,0.99817826,NA,NA,NA,NA
"21",68,"Bolivia",1500,0.99576688,NA,NA,NA,NA
"22",70,"Bosnia and Herzegovina",1500,0.93133305,NA,NA,NA,NA
"23",72,"Botswana",1500,0.99448251,NA,NA,NA,NA
"24",76,"Brazil",1500,0.9994065,NA,NA,NA,NA
"25",96,"Brunei",1500,0.99784683,NA,NA,NA,NA
"26",100,"Bulgaria",1500,0.92543417,NA,NA,NA,NA
"27",854,"Burkina Faso",1500,0.97184915,NA,NA,NA,NA
"28",108,"Burundi",1500,0.9096757,NA,NA,NA,NA
"29",116,"Cambodia",1500,0.98589433,NA,NA,NA,NA
"30",120,"Cameroon",1500,0.97722771,NA,NA,NA,NA
"31",124,"Canada",1500,0.99959499,NA,NA,NA,NA
"32",132,"Cape Verde",1500,1,NA,NA,NA,NA
"33",140,"Central African Republic",1500,0.99498915,NA,NA,NA,NA
"34",148,"Chad",1500,0.98848045,NA,NA,NA,NA
"35",152,"Chile",1500,0.99558903,NA,NA,NA,NA
"36",156,"China",1500,0.95849026,NA,NA,NA,NA
"37",170,"Colombia",1500,0.96315191,NA,NA,NA,NA
"38",174,"Comoros",1500,0.9601036,NA,NA,NA,NA
"39",178,"Congo",1500,0.98945432,NA,NA,NA,NA
"40",180,"Congo, DRC",1500,0.99010488,NA,NA,NA,NA
"41",188,"Costa Rica",1500,0.95677464,NA,NA,NA,NA
"42",384,"Cote d'Ivoire",1500,0.99301044,NA,NA,NA,NA
"43",191,"Croatia",1500,0.90705708,NA,NA,NA,NA
"44",192,"Cuba",1500,0.99957951,NA,NA,NA,NA
"45",196,"Cyprus",1500,0.94036224,NA,NA,NA,NA
"46",203,"Czech Republic",1500,0.73297677,NA,NA,NA,NA
"47",208,"Denmark",1500,0.73409007,NA,NA,NA,NA
"48",262,"Djibouti",1500,0.97265053,NA,NA,NA,NA
"49",212,"Dominica",1500,0.99142511,NA,NA,NA,NA
"50",214,"Dominican Republic",1500,0.99098793,NA,NA,NA,NA
"51",218,"Ecuador",1500,0.96070441,NA,NA,NA,NA
"52",818,"Egypt",1500,0.99387815,NA,NA,NA,NA
"53",222,"El Salvador",1500,0.97845724,NA,NA,NA,NA
"54",226,"Equatorial Guinea",1500,0.96926321,NA,NA,NA,NA
"55",232,"Eritrea",1500,0.96569203,NA,NA,NA,NA
"56",233,"Estonia",1500,0.98922006,NA,NA,NA,NA
"57",231,"Ethiopia",1500,0.98029089,NA,NA,NA,NA
"58",242,"Fiji",1500,0.99253312,NA,NA,NA,NA
"59",246,"Finland",1500,0.99820455,NA,NA,NA,NA
"60",250,"France",1500,0.68413781,NA,NA,NA,NA
"61",266,"Gabon",1500,0.98751106,NA,NA,NA,NA
"62",268,"Georgia",1500,0.95529334,NA,NA,NA,NA
"63",276,"Germany",1500,0.70515761,NA,NA,NA,NA
"64",288,"Ghana",1500,0.95295395,NA,NA,NA,NA
"65",300,"Greece",1500,0.95150909,NA,NA,NA,NA
"66",308,"Grenada",1500,0.89911197,NA,NA,NA,NA
"67",320,"Guatemala",1500,0.96338451,NA,NA,NA,NA
"68",324,"Guinea",1500,0.95706812,NA,NA,NA,NA
"69",624,"Guinea-Bissau",1500,0.95931274,NA,NA,NA,NA
"70",328,"Guyana",1500,0.99755489,NA,NA,NA,NA
"71",332,"Haiti",1500,0.96386041,NA,NA,NA,NA
"72",340,"Honduras",1500,0.99680413,NA,NA,NA,NA
"73",348,"Hungary",1500,0.86186313,NA,NA,NA,NA
"74",352,"Iceland",1500,0.99139606,NA,NA,NA,NA
"75",356,"India",1500,0.92429891,NA,NA,NA,NA
"76",360,"Indonesia",1500,0.99040189,NA,NA,NA,NA
"77",364,"Iran",1500,0.97393621,NA,NA,NA,NA
"78",368,"Iraq",1500,0.98631963,NA,NA,NA,NA
"79",372,"Ireland",1500,0.89752747,NA,NA,NA,NA
"80",376,"Israel",1500,0.9805705,NA,NA,NA,NA
"81",380,"Italy",1500,0.76519439,NA,NA,NA,NA
"82",388,"Jamaica",1500,0.99757383,NA,NA,NA,NA
"83",392,"Japan",1500,0.97125857,NA,NA,NA,NA
"84",400,"Jordan",1500,0.99484021,NA,NA,NA,NA
"85",398,"Kazakhstan",1500,0.97781099,NA,NA,NA,NA
"86",404,"Kenya",1500,0.95524824,NA,NA,NA,NA
"87",414,"Kuwait",1500,0.97599595,NA,NA,NA,NA
"88",417,"Kyrgyzstan",1500,0.96608034,NA,NA,NA,NA
"89",418,"Laos",1500,0.99437815,NA,NA,NA,NA
"90",428,"Latvia",1500,0.9897753,NA,NA,NA,NA
"91",422,"Lebanon",1500,0.78908135,NA,NA,NA,NA
"92",426,"Lesotho",1500,0.96643795,NA,NA,NA,NA
"93",430,"Liberia",1500,0.98744537,NA,NA,NA,NA
"94",434,"Libya",1500,0.99130194,NA,NA,NA,NA
"95",438,"Liechtenstein",1500,0.53536569,NA,NA,NA,NA
"96",440,"Lithuania",1500,0.98398812,NA,NA,NA,NA
"97",442,"Luxembourg",1500,0.77942625,NA,NA,NA,NA
"98",450,"Madagascar",1500,0.97662503,NA,NA,NA,NA
"99",454,"Malawi",1500,0.97976703,NA,NA,NA,NA
"100",458,"Malaysia",1500,0.99719579,NA,NA,NA,NA
"101",462,"Maldives",1500,0.97393621,NA,NA,NA,NA
"102",466,"Mali",1500,0.9863289,NA,NA,NA,NA
"103",470,"Malta",1500,0.89080877,NA,NA,NA,NA
"104",478,"Mauritania",1500,0.99765512,NA,NA,NA,NA
"105",480,"Mauritius",1500,0.97633062,NA,NA,NA,NA
"106",484,"Mexico",1500,0.92629727,NA,NA,NA,NA
"107",498,"Moldova",1500,0.93605764,NA,NA,NA,NA
"108",496,"Mongolia",1500,0.98887234,NA,NA,NA,NA
"109",504,"Morocco",1500,0.96956915,NA,NA,NA,NA
"110",508,"Mozambique",1500,0.98826973,NA,NA,NA,NA
"111",104,"Myanmar",1500,0.98418468,NA,NA,NA,NA
"112",516,"Namibia",1500,0.99167128,NA,NA,NA,NA
"113",524,"Nepal",1500,0.94840269,NA,NA,NA,NA
"114",528,"Netherlands",1500,0.75621339,NA,NA,NA,NA
"115",554,"New Zealand",1500,0.99999177,NA,NA,NA,NA
"116",558,"Nicaragua",1500,0.99660257,NA,NA,NA,NA
"117",562,"Niger",1500,0.97453071,NA,NA,NA,NA
"118",566,"Nigeria",1500,0.93578604,NA,NA,NA,NA
"119",408,"North Korea",1500,0.96341232,NA,NA,NA,NA
"120",578,"Norway",1500,0.99311593,NA,NA,NA,NA
"121",512,"Oman",1500,0.9938097,NA,NA,NA,NA
"122",586,"Pakistan",1500,0.97076888,NA,NA,NA,NA
"123",591,"Panama",1500,0.99775503,NA,NA,NA,NA
"124",598,"Papua New Guinea",1500,0.98777674,NA,NA,NA,NA
"125",600,"Paraguay",1500,0.99743233,NA,NA,NA,NA
"126",604,"Peru",1500,0.98517667,NA,NA,NA,NA
"127",608,"Philippines",1500,0.99523567,NA,NA,NA,NA
"128",616,"Poland",1500,0.86998831,NA,NA,NA,NA
"129",620,"Portugal",1500,0.92889895,NA,NA,NA,NA
"130",634,"Qatar",1500,0.9979007,NA,NA,NA,NA
"131",642,"Romania",1500,0.91359201,NA,NA,NA,NA
"132",643,"Russia",1500,0.99524912,NA,NA,NA,NA
"133",646,"Rwanda",1500,0.92620523,NA,NA,NA,NA
"134",882,"Samoa",1500,0.98313118,NA,NA,NA,NA
"135",674,"San Marino",1500,0.7386029,NA,NA,NA,NA
"136",678,"Sao Tome and Principe",1500,0.98591985,NA,NA,NA,NA
"137",682,"Saudi Arabia",1500,0.99171179,NA,NA,NA,NA
"138",686,"Senegal",1500,0.95178056,NA,NA,NA,NA
"139",694,"Sierra Leone",1500,0.99961397,NA,NA,NA,NA
"140",702,"Singapore",1500,0.98963077,NA,NA,NA,NA
"141",703,"Slovakia",1500,0.82989024,NA,NA,NA,NA
"142",705,"Slovenia",1500,0.89035202,NA,NA,NA,NA
"143",90,"Solomon Is.",1500,0.99941947,NA,NA,NA,NA
"144",706,"Somalia",1500,0.98904772,NA,NA,NA,NA
"145",710,"South Africa",1500,0.99844879,NA,NA,NA,NA
"146",410,"South Korea",1500,0.9254749,NA,NA,NA,NA
"147",724,"Spain",1500,0.78660325,NA,NA,NA,NA
"148",144,"Sri Lanka",1500,0.97632973,NA,NA,NA,NA
"149",659,"St. Kitts and Nevis",1500,0.96667931,NA,NA,NA,NA
"150",662,"St. Lucia",1500,0.95162552,NA,NA,NA,NA
"151",670,"St. Vincent and the Grenadines",1500,0.98178409,NA,NA,NA,NA
"152",740,"Suriname",1500,0.99952345,NA,NA,NA,NA
"153",748,"Swaziland",1500,0.98369435,NA,NA,NA,NA
"154",752,"Sweden",1500,0.98791365,NA,NA,NA,NA
"155",756,"Switzerland",1500,0.70739153,NA,NA,NA,NA
"156",760,"Syria",1500,0.92241708,NA,NA,NA,NA
"157",762,"Tajikistan",1500,0.98197376,NA,NA,NA,NA
"158",834,"Tanzania",1500,0.97133786,NA,NA,NA,NA
"159",764,"Thailand",1500,0.99209011,NA,NA,NA,NA
"160",270,"The Gambia",1500,0.9999532,NA,NA,NA,NA
"161",626,"Timor Leste",1500,0.97599301,NA,NA,NA,NA
"162",768,"Togo",1500,0.91965933,NA,NA,NA,NA
"163",776,"Tonga",1500,0.76734289,NA,NA,NA,NA
"164",780,"Trinidad and Tobago",1500,0.99999995,NA,NA,NA,NA
"165",788,"Tunisia",1500,0.95188476,NA,NA,NA,NA
"166",792,"Turkey",1500,0.99546386,NA,NA,NA,NA
"167",795,"Turkmenistan",1500,0.98201391,NA,NA,NA,NA
"168",800,"Uganda",1500,0.94215826,NA,NA,NA,NA
"169",804,"Ukraine",1500,0.96567769,NA,NA,NA,NA
"170",784,"United Arab Emirates",1500,0.99546386,NA,NA,NA,NA
"171",826,"United Kingdom",1500,0.85780972,NA,NA,NA,NA
"172",840,"United States",1500,0.99844078,NA,NA,NA,NA
"173",858,"Uruguay",1500,0.99925558,NA,NA,NA,NA
"174",860,"Uzbekistan",1500,0.97145853,NA,NA,NA,NA
"175",548,"Vanuatu",1500,0.9996463,NA,NA,NA,NA
"176",862,"Venezuela",1500,0.99772962,NA,NA,NA,NA
"177",704,"Vietnam",1500,0.99009045,NA,NA,NA,NA
"178",887,"Yemen",1500,0.93557084,NA,NA,NA,NA
"179",894,"Zambia",1500,0.99173275,NA,NA,NA,NA
"180",716,"Zimbabwe",1500,0.98581741,NA,NA,NA,NA
"181",4,"Afghanistan",1600,0.96601418,NA,NA,NA,NA
"182",8,"Albania",1600,0.94114822,NA,NA,NA,NA
"183",12,"Algeria",1600,0.98580446,NA,NA,NA,NA
"184",20,"Andorra",1600,0.93167803,NA,NA,NA,NA
"185",24,"Angola",1600,0.97868797,NA,NA,NA,NA
"186",28,"Antigua and Barbuda",1600,0.92254143,NA,NA,NA,NA
"187",32,"Argentina",1600,0.99907558,NA,NA,NA,NA
"188",51,"Armenia",1600,0.95300383,NA,NA,NA,NA
"189",36,"Australia",1600,0.99999648,NA,NA,NA,NA
"190",40,"Austria",1600,0.79649572,NA,NA,NA,NA
"191",31,"Azerbaijan",1600,0.95836042,NA,NA,NA,NA
"192",44,"Bahamas",1600,0.99107753,NA,NA,NA,NA
"193",48,"Bahrain",1600,0.9904741,NA,NA,NA,NA
"194",50,"Bangladesh",1600,0.74229026,NA,NA,NA,NA
"195",52,"Barbados",1600,0.96419324,NA,NA,NA,NA
"196",112,"Belarus",1600,0.97422429,NA,NA,NA,NA
"197",56,"Belgium",1600,0.62898908,NA,NA,NA,NA
"198",84,"Belize",1600,0.9975951,NA,NA,NA,NA
"199",204,"Benin",1600,0.88976237,NA,NA,NA,NA
"200",64,"Bhutan",1600,0.99755084,NA,NA,NA,NA
"201",68,"Bolivia",1600,0.99419464,NA,NA,NA,NA
"202",70,"Bosnia and Herzegovina",1600,0.9202294,NA,NA,NA,NA
"203",72,"Botswana",1600,0.99380125,NA,NA,NA,NA
"204",76,"Brazil",1600,0.99927013,NA,NA,NA,NA
"205",96,"Brunei",1600,0.99730974,NA,NA,NA,NA
"206",100,"Bulgaria",1600,0.89625699,NA,NA,NA,NA
"207",854,"Burkina Faso",1600,0.96795225,NA,NA,NA,NA
"208",108,"Burundi",1600,0.90183435,NA,NA,NA,NA
"209",116,"Cambodia",1600,0.98467993,NA,NA,NA,NA
"210",120,"Cameroon",1600,0.97386645,NA,NA,NA,NA
"211",124,"Canada",1600,0.99959439,NA,NA,NA,NA
"212",132,"Cape Verde",1600,0.99472823,NA,NA,NA,NA
"213",140,"Central African Republic",1600,0.99468213,NA,NA,NA,NA
"214",148,"Chad",1600,0.98611177,NA,NA,NA,NA
"215",152,"Chile",1600,0.99325105,NA,NA,NA,NA
"216",156,"China",1600,0.9539182,NA,NA,NA,NA
"217",170,"Colombia",1600,0.96709671,NA,NA,NA,NA
"218",174,"Comoros",1600,0.95030809,NA,NA,NA,NA
"219",178,"Congo",1600,0.98752792,NA,NA,NA,NA
"220",180,"Congo, DRC",1600,0.98939535,NA,NA,NA,NA
"221",188,"Costa Rica",1600,0.99856052,NA,NA,NA,NA
"222",384,"Cote d'Ivoire",1600,0.99187147,NA,NA,NA,NA
"223",191,"Croatia",1600,0.90097195,NA,NA,NA,NA
"224",192,"Cuba",1600,0.9985327,NA,NA,NA,NA
"225",196,"Cyprus",1600,0.96533051,NA,NA,NA,NA
"226",203,"Czech Republic",1600,0.64900148,NA,NA,NA,NA
"227",208,"Denmark",1600,0.7067431,NA,NA,NA,NA
"228",262,"Djibouti",1600,0.97046669,NA,NA,NA,NA
"229",212,"Dominica",1600,0.98968915,NA,NA,NA,NA
"230",214,"Dominican Republic",1600,0.99371458,NA,NA,NA,NA
"231",218,"Ecuador",1600,0.95737757,NA,NA,NA,NA
"232",818,"Egypt",1600,0.9932806,NA,NA,NA,NA
"233",222,"El Salvador",1600,0.96180466,NA,NA,NA,NA
"234",226,"Equatorial Guinea",1600,0.96800379,NA,NA,NA,NA
"235",232,"Eritrea",1600,0.96176243,NA,NA,NA,NA
"236",233,"Estonia",1600,0.98895631,NA,NA,NA,NA
"237",231,"Ethiopia",1600,0.98041743,NA,NA,NA,NA
"238",242,"Fiji",1600,0.99198709,NA,NA,NA,NA
"239",246,"Finland",1600,0.99662266,NA,NA,NA,NA
"240",250,"France",1600,0.6812565,NA,NA,NA,NA
"241",266,"Gabon",1600,0.98548041,NA,NA,NA,NA
"242",268,"Georgia",1600,0.94963883,NA,NA,NA,NA
"243",276,"Germany",1600,0.67889993,NA,NA,NA,NA
"244",288,"Ghana",1600,0.94516078,NA,NA,NA,NA
"245",300,"Greece",1600,0.92854782,NA,NA,NA,NA
"246",308,"Grenada",1600,0.88136132,NA,NA,NA,NA
"247",320,"Guatemala",1600,0.95445743,NA,NA,NA,NA
"248",324,"Guinea",1600,0.95030315,NA,NA,NA,NA
"249",624,"Guinea-Bissau",1600,0.95303615,NA,NA,NA,NA
"250",328,"Guyana",1600,0.99765024,NA,NA,NA,NA
"251",332,"Haiti",1600,0.99272946,NA,NA,NA,NA
"252",340,"Honduras",1600,0.99365468,NA,NA,NA,NA
"253",348,"Hungary",1600,0.87725841,NA,NA,NA,NA
"254",352,"Iceland",1600,0.99256882,NA,NA,NA,NA
"255",356,"India",1600,0.90158178,NA,NA,NA,NA
"256",360,"Indonesia",1600,0.98946609,NA,NA,NA,NA
"257",364,"Iran",1600,0.96728751,NA,NA,NA,NA
"258",368,"Iraq",1600,0.98287965,NA,NA,NA,NA
"259",372,"Ireland",1600,0.86337685,NA,NA,NA,NA
"260",376,"Israel",1600,0.98177796,NA,NA,NA,NA
"261",380,"Italy",1600,0.67856989,NA,NA,NA,NA
"262",388,"Jamaica",1600,0.99266863,NA,NA,NA,NA
"263",392,"Japan",1600,0.96233515,NA,NA,NA,NA
"264",400,"Jordan",1600,0.99493348,NA,NA,NA,NA
"265",398,"Kazakhstan",1600,0.97433821,NA,NA,NA,NA
"266",404,"Kenya",1600,0.94861238,NA,NA,NA,NA
"267",414,"Kuwait",1600,0.95582525,NA,NA,NA,NA
"268",417,"Kyrgyzstan",1600,0.96173913,NA,NA,NA,NA
"269",418,"Laos",1600,0.99306633,NA,NA,NA,NA
"270",428,"Latvia",1600,0.98972885,NA,NA,NA,NA
"271",422,"Lebanon",1600,0.77125648,NA,NA,NA,NA
"272",426,"Lesotho",1600,0.96225958,NA,NA,NA,NA
"273",430,"Liberia",1600,0.98664232,NA,NA,NA,NA
"274",434,"Libya",1600,0.99119466,NA,NA,NA,NA
"275",438,"Liechtenstein",1600,0.54454728,NA,NA,NA,NA
"276",440,"Lithuania",1600,0.9833493,NA,NA,NA,NA
"277",442,"Luxembourg",1600,0.80382283,NA,NA,NA,NA
"278",450,"Madagascar",1600,0.97150216,NA,NA,NA,NA
"279",454,"Malawi",1600,0.97829385,NA,NA,NA,NA
"280",458,"Malaysia",1600,0.9964938,NA,NA,NA,NA
"281",462,"Maldives",1600,0.96728751,NA,NA,NA,NA
"282",466,"Mali",1600,0.98392802,NA,NA,NA,NA
"283",470,"Malta",1600,0.78959592,NA,NA,NA,NA
"284",478,"Mauritania",1600,0.99703883,NA,NA,NA,NA
"285",480,"Mauritius",1600,0.94838204,NA,NA,NA,NA
"286",484,"Mexico",1600,0.99309819,NA,NA,NA,NA
"287",498,"Moldova",1600,0.92191212,NA,NA,NA,NA
"288",496,"Mongolia",1600,0.98797364,NA,NA,NA,NA
"289",504,"Morocco",1600,0.95429875,NA,NA,NA,NA
"290",508,"Mozambique",1600,0.98498899,NA,NA,NA,NA
"291",104,"Myanmar",1600,0.98220368,NA,NA,NA,NA
"292",516,"Namibia",1600,0.99064537,NA,NA,NA,NA
"293",524,"Nepal",1600,0.93580513,NA,NA,NA,NA
"294",528,"Netherlands",1600,0.71046189,NA,NA,NA,NA
"295",554,"New Zealand",1600,0.99996219,NA,NA,NA,NA
"296",558,"Nicaragua",1600,0.9934865,NA,NA,NA,NA
"297",562,"Niger",1600,0.97067496,NA,NA,NA,NA
"298",566,"Nigeria",1600,0.91760788,NA,NA,NA,NA
"299",408,"North Korea",1600,0.95743371,NA,NA,NA,NA
"300",578,"Norway",1600,0.99212882,NA,NA,NA,NA
"301",512,"Oman",1600,0.99299183,NA,NA,NA,NA
"302",586,"Pakistan",1600,0.96191738,NA,NA,NA,NA
"303",591,"Panama",1600,0.99530027,NA,NA,NA,NA
"304",598,"Papua New Guinea",1600,0.98816947,NA,NA,NA,NA
"305",600,"Paraguay",1600,0.99396256,NA,NA,NA,NA
"306",604,"Peru",1600,0.99193145,NA,NA,NA,NA
"307",608,"Philippines",1600,0.99230028,NA,NA,NA,NA
"308",616,"Poland",1600,0.85636782,NA,NA,NA,NA
"309",620,"Portugal",1600,0.89488381,NA,NA,NA,NA
"310",634,"Qatar",1600,0.99791642,NA,NA,NA,NA
"311",642,"Romania",1600,0.92320796,NA,NA,NA,NA
"312",643,"Russia",1600,0.99408603,NA,NA,NA,NA
"313",646,"Rwanda",1600,0.9205875,NA,NA,NA,NA
"314",882,"Samoa",1600,0.98274962,NA,NA,NA,NA
"315",674,"San Marino",1600,0.7823877,NA,NA,NA,NA
"316",678,"Sao Tome and Principe",1600,0.98236195,NA,NA,NA,NA
"317",682,"Saudi Arabia",1600,0.99065269,NA,NA,NA,NA
"318",686,"Senegal",1600,0.93921677,NA,NA,NA,NA
"319",694,"Sierra Leone",1600,0.99960386,NA,NA,NA,NA
"320",702,"Singapore",1600,0.99014474,NA,NA,NA,NA
"321",703,"Slovakia",1600,0.77581158,NA,NA,NA,NA
"322",705,"Slovenia",1600,0.90117919,NA,NA,NA,NA
"323",90,"Solomon Is.",1600,0.99944315,NA,NA,NA,NA
"324",706,"Somalia",1600,0.98776868,NA,NA,NA,NA
"325",710,"South Africa",1600,0.99745228,NA,NA,NA,NA
"326",410,"South Korea",1600,0.91397993,NA,NA,NA,NA
"327",724,"Spain",1600,0.72147073,NA,NA,NA,NA
"328",144,"Sri Lanka",1600,0.97148927,NA,NA,NA,NA
"329",659,"St. Kitts and Nevis",1600,0.92213219,NA,NA,NA,NA
"330",662,"St. Lucia",1600,0.94310493,NA,NA,NA,NA
"331",670,"St. Vincent and the Grenadines",1600,0.96572738,NA,NA,NA,NA
"332",740,"Suriname",1600,0.99901031,NA,NA,NA,NA
"333",748,"Swaziland",1600,0.98131604,NA,NA,NA,NA
"334",752,"Sweden",1600,0.98574874,NA,NA,NA,NA
"335",756,"Switzerland",1600,0.67544238,NA,NA,NA,NA
"336",760,"Syria",1600,0.90753452,NA,NA,NA,NA
"337",762,"Tajikistan",1600,0.98026076,NA,NA,NA,NA
"338",834,"Tanzania",1600,0.96566896,NA,NA,NA,NA
"339",764,"Thailand",1600,0.99108868,NA,NA,NA,NA
"340",270,"The Gambia",1600,0.99994854,NA,NA,NA,NA
"341",626,"Timor Leste",1600,0.9699762,NA,NA,NA,NA
"342",768,"Togo",1600,0.90823965,NA,NA,NA,NA
"343",776,"Tonga",1600,0.77815801,NA,NA,NA,NA
"344",780,"Trinidad and Tobago",1600,0.9997491,NA,NA,NA,NA
"345",788,"Tunisia",1600,0.93889684,NA,NA,NA,NA
"346",792,"Turkey",1600,0.99404931,NA,NA,NA,NA
"347",795,"Turkmenistan",1600,0.978734,NA,NA,NA,NA
"348",800,"Uganda",1600,0.93310998,NA,NA,NA,NA
"349",804,"Ukraine",1600,0.95789321,NA,NA,NA,NA
"350",784,"United Arab Emirates",1600,0.99404931,NA,NA,NA,NA
"351",826,"United Kingdom",1600,0.84333778,NA,NA,NA,NA
"352",840,"United States",1600,0.99936205,NA,NA,NA,NA
"353",858,"Uruguay",1600,0.99868742,NA,NA,NA,NA
"354",860,"Uzbekistan",1600,0.96789111,NA,NA,NA,NA
"355",548,"Vanuatu",1600,0.9996325,NA,NA,NA,NA
"356",862,"Venezuela",1600,0.99617096,NA,NA,NA,NA
"357",704,"Vietnam",1600,0.98761581,NA,NA,NA,NA
"358",887,"Yemen",1600,0.92965207,NA,NA,NA,NA
"359",894,"Zambia",1600,0.99093068,NA,NA,NA,NA
"360",716,"Zimbabwe",1600,0.98483772,NA,NA,NA,NA
"361",4,"Afghanistan",1700,0.96624778,NA,NA,NA,NA
"362",8,"Albania",1700,0.91716916,NA,NA,NA,NA
"363",12,"Algeria",1700,0.98892664,NA,NA,NA,NA
"364",20,"Andorra",1700,0.93390069,NA,NA,NA,NA
"365",24,"Angola",1700,0.9766509,NA,NA,NA,NA
"366",28,"Antigua and Barbuda",1700,0.9153882,NA,NA,NA,NA
"367",32,"Argentina",1700,0.99902339,NA,NA,NA,NA
"368",51,"Armenia",1700,0.94868426,NA,NA,NA,NA
"369",36,"Australia",1700,0.99999618,NA,NA,NA,NA
"370",40,"Austria",1700,0.77016112,NA,NA,NA,NA
"371",31,"Azerbaijan",1700,0.95325768,NA,NA,NA,NA
"372",44,"Bahamas",1700,0.9909611,NA,NA,NA,NA
"373",48,"Bahrain",1700,0.99004394,NA,NA,NA,NA
"374",50,"Bangladesh",1700,0.6840142,NA,NA,NA,NA
"375",52,"Barbados",1700,0.86561324,NA,NA,NA,NA
"376",112,"Belarus",1700,0.96630397,NA,NA,NA,NA
"377",56,"Belgium",1700,0.59514311,NA,NA,NA,NA
"378",84,"Belize",1700,0.99751632,NA,NA,NA,NA
"379",204,"Benin",1700,0.89473501,NA,NA,NA,NA
"380",64,"Bhutan",1700,0.99681864,NA,NA,NA,NA
"381",68,"Bolivia",1700,0.99218648,NA,NA,NA,NA
"382",70,"Bosnia and Herzegovina",1700,0.92470222,NA,NA,NA,NA
"383",72,"Botswana",1700,0.99303361,NA,NA,NA,NA
"384",76,"Brazil",1700,0.99902394,NA,NA,NA,NA
"385",96,"Brunei",1700,0.99661666,NA,NA,NA,NA
"386",100,"Bulgaria",1700,0.92452839,NA,NA,NA,NA
"387",854,"Burkina Faso",1700,0.96350389,NA,NA,NA,NA
"388",108,"Burundi",1700,0.89417507,NA,NA,NA,NA
"389",116,"Cambodia",1700,0.98348855,NA,NA,NA,NA
"390",120,"Cameroon",1700,0.97000236,NA,NA,NA,NA
"391",124,"Canada",1700,0.99959374,NA,NA,NA,NA
"392",132,"Cape Verde",1700,0.98969311,NA,NA,NA,NA
"393",140,"Central African Republic",1700,0.99435332,NA,NA,NA,NA
"394",148,"Chad",1700,0.98358739,NA,NA,NA,NA
"395",152,"Chile",1700,0.99092733,NA,NA,NA,NA
"396",156,"China",1700,0.95859984,NA,NA,NA,NA
"397",170,"Colombia",1700,0.96869234,NA,NA,NA,NA
"398",174,"Comoros",1700,0.94052263,NA,NA,NA,NA
"399",178,"Congo",1700,0.98523602,NA,NA,NA,NA
"400",180,"Congo, DRC",1700,0.9886695,NA,NA,NA,NA
"401",188,"Costa Rica",1700,0.9954118,NA,NA,NA,NA
"402",384,"Cote d'Ivoire",1700,0.99052833,NA,NA,NA,NA
"403",191,"Croatia",1700,0.90718153,NA,NA,NA,NA
"404",192,"Cuba",1700,0.99710755,NA,NA,NA,NA
"405",196,"Cyprus",1700,0.96924256,NA,NA,NA,NA
"406",203,"Czech Republic",1700,0.66916603,NA,NA,NA,NA
"407",208,"Denmark",1700,0.68531538,NA,NA,NA,NA
"408",262,"Djibouti",1700,0.96822633,NA,NA,NA,NA
"409",212,"Dominica",1700,0.98830179,NA,NA,NA,NA
"410",214,"Dominican Republic",1700,0.99165532,NA,NA,NA,NA
"411",218,"Ecuador",1700,0.95197241,NA,NA,NA,NA
"412",818,"Egypt",1700,0.99479138,NA,NA,NA,NA
"413",222,"El Salvador",1700,0.94563782,NA,NA,NA,NA
"414",226,"Equatorial Guinea",1700,0.96686145,NA,NA,NA,NA
"415",232,"Eritrea",1700,0.95790808,NA,NA,NA,NA
"416",233,"Estonia",1700,0.98869929,NA,NA,NA,NA
"417",231,"Ethiopia",1700,0.98054164,NA,NA,NA,NA
"418",242,"Fiji",1700,0.99143113,NA,NA,NA,NA
"419",246,"Finland",1700,0.99341654,NA,NA,NA,NA
"420",250,"France",1700,0.73779997,NA,NA,NA,NA
"421",266,"Gabon",1700,0.98311599,NA,NA,NA,NA
"422",268,"Georgia",1700,0.94570168,NA,NA,NA,NA
"423",276,"Germany",1700,0.68813123,NA,NA,NA,NA
"424",288,"Ghana",1700,0.93487328,NA,NA,NA,NA
"425",300,"Greece",1700,0.88109921,NA,NA,NA,NA
